city,latitude,longitude,timestamp,category
Bengaluru,12.925596949656635,77.52685929173876,2009-09-03T03:25:37.054339,Assault
Bengaluru,13.082643376774918,77.5643893634159,2013-12-07T08:57:53.634755,Assault
Lucknow,26.830214554126826,80.7799131756746,2019-10-26T15:54:14.196939,Assault
Pune,18.43242955925776,73.98712138727036,2020-09-17T13:03:39.252527,Assault
Indore,22.633359585785428,75.83980789506317,2019-10-16T15:06:09.666513,Assault
Delhi,28.831162760417122,77.13436150472187,2008-01-16T17:41:16.907042,Assault
Indore,22.794575001245278,75.83818573333534,2008-03-02T12:42:46.412025,Assault
Bengaluru,12.759312269216652,77.69665798035558,2016-12-06T11:12:29.330570,Assault
Indore,22.912072039618188,76.05252258697631,2023-10-24T03:12:37.219329,Assault
Kolkata,22.72074562015246,88.59441382822502,2022-11-17T01:17:59.311819,Assault
Surat,21.17890911762539,72.74549664671933,2017-10-11T05:28:49.246029,Assault
Pune,18.355840490909415,73.79505714056599,2018-02-12T01:29:37.592274,Assault
Lucknow,26.603673409342903,81.06338760538618,2010-11-11T20:10:47.856167,Assault
Hyderabad,17.230926226247533,78.31265778816224,2011-01-28T07:53:13.884250,Assault
Hyderabad,17.154695545274603,78.41688566707377,2011-08-27T03:42:02.788642,Assault
Delhi,28.62561255971576,77.24548151034553,2015-02-03T01:53:12.092476,Assault
Kolkata,22.805974360632465,88.22007319060721,2010-04-04T19:36:33.477307,Assault
Patna,25.45093091002797,85.19724526051266,2006-08-21T16:10:42.680592,Assault
Patna,25.525479017010703,85.37879024938962,2017-05-17T04:30:39.277987,Assault
Patna,25.497956209147375,85.22091626596445,2005-11-06T13:18:48.643874,Assault
Hyderabad,17.20830577884755,78.60348744304045,2007-10-18T05:37:51.530821,Assault
Indore,22.7082917172762,76.08234885813596,2014-08-18T15:59:26.798790,Assault
Hyderabad,17.599384240830187,78.27551682859264,2017-08-29T20:15:05.488618,Assault
Mumbai,19.317107071573336,72.66441625469704,2022-07-03T08:16:46.908384,Assault
Mumbai,19.264940171269934,72.68876755748978,2018-08-15T21:33:22.040846,Assault
Kolkata,22.521737137840386,88.17262560618354,2003-05-16T05:46:01.159461,Assault
Hyderabad,17.327354487669183,78.27198209938256,2008-12-09T15:13:17.957018,Assault
Surat,21.16917111375417,72.71249060031256,2017-08-17T04:12:15.666736,Assault
Lucknow,26.864968125319344,81.10253868613906,2009-04-02T22:18:32.596177,Assault
Lucknow,26.762713922220012,80.74843389381066,2018-06-13T11:38:32.142396,Assault
Jaipur,26.714823080819208,75.64761728010608,2019-07-01T23:05:39.050242,Assault
Lucknow,27.08558424826018,80.83817177416883,2012-02-18T14:28:23.255208,Assault
Chandigarh,30.805771697997947,76.89524715958493,2012-03-23T10:56:30.947173,Assault
Chennai,13.145183281596017,80.38537300219211,2020-05-14T23:55:46.825221,Assault
Delhi,28.492812894013213,77.2796953120047,2021-02-17T05:55:35.999349,Assault
Kolkata,22.49519306671093,88.36024542465938,2019-10-26T10:05:13.801815,Assault
Bengaluru,12.795131838732845,77.61373980536402,2003-12-21T13:27:22.316071,Assault
Pune,18.717830882110754,73.73151346859193,2011-12-24T00:39:47.272655,Assault
Hyderabad,17.60897350885508,78.4398870158309,2003-01-06T15:11:43.901831,Assault
Hyderabad,17.399186008493047,78.69904645313991,2021-07-01T04:47:33.873342,Assault
Bengaluru,13.119687879786056,77.46726316766193,2008-04-01T23:50:36.381839,Assault
Bengaluru,13.177417565450074,77.7026883625529,2011-07-23T23:34:40.889240,Assault
Lucknow,26.672349533285583,80.8279276793022,2021-05-29T00:41:22.256968,Assault
Ahmedabad,23.187160474204042,72.66973563169154,2014-03-13T07:16:00.608052,Assault
Kolkata,22.54998114754153,88.3199562455717,2004-02-27T10:12:40.319600,Assault
Bengaluru,13.121988242574197,77.59493641435228,2008-02-20T05:32:11.773298,Assault
Delhi,28.41763731569721,77.25039484062172,2008-11-05T14:35:15.501771,Assault
Kolkata,22.695778132990196,88.43828741427114,2007-09-13T18:59:28.306957,Assault
Hyderabad,17.2716421783577,78.27497638440947,2003-04-20T09:59:32.241743,Assault
Ahmedabad,22.97064553597578,72.78077138513902,2013-05-11T13:12:46.638067,Assault
Lucknow,26.70566283605013,81.07346499966911,2019-02-26T12:54:36.259991,Assault
Kolkata,22.74050226981085,88.224416165487,2012-02-25T21:08:40.552562,Assault
Bengaluru,12.89795994706391,77.41776388022386,2013-01-29T00:37:09.810221,Assault
Bengaluru,13.12274827289535,77.64484922204956,2021-09-28T08:22:36.805041,Assault
Chandigarh,30.535206779363815,76.91309272089593,2003-12-09T19:10:37.368380,Assault
Jaipur,26.764550723718397,75.54839317450195,2012-08-24T16:22:17.176031,Assault
Chennai,13.294800941842087,80.33342502281295,2007-03-01T06:19:48.968494,Assault
Delhi,28.470156577759656,77.36524821691977,2008-01-09T17:11:01.632053,Assault
Pune,18.448002533953122,74.00399693948059,2019-01-04T09:48:27.633373,Assault
Indore,22.734906301074822,76.03086088901196,2009-01-18T20:45:38.564938,Assault
Hyderabad,17.29819980130093,78.51643015144442,2007-05-07T06:06:25.796756,Assault
Surat,21.28225921284983,72.66294045681526,2023-01-27T13:04:50.490957,Assault
Patna,25.51437835946368,85.2340596986826,2007-05-31T16:09:22.903303,Assault
Kolkata,22.77270288238591,88.44017398943525,2015-12-12T05:24:15.661756,Assault
Chennai,13.183713987851048,80.05502721698645,2006-03-03T09:38:57.983256,Assault
Kolkata,22.342416223691185,88.41517460506962,2003-05-22T16:00:34.871187,Assault
Indore,22.5430227522217,75.78252029548534,2013-06-28T14:12:22.281016,Assault
Pune,18.451581519611665,73.91175901467788,2017-04-04T22:27:54.670266,Assault
Hyderabad,17.283827142673474,78.55116094043746,2012-07-09T13:56:16.804827,Assault
Jaipur,26.715225700140312,75.83586320598302,2009-01-25T21:32:29.548076,Assault
Ahmedabad,23.002162691298192,72.59950471431542,2006-03-30T00:01:52.073762,Assault
Surat,21.10092043156445,72.83015909664465,2004-07-19T17:08:07.148810,Assault
Lucknow,26.943908566834097,81.02038519968649,2010-08-13T05:43:40.102672,Assault
Delhi,28.82319948149212,77.40458580784086,2011-09-12T17:24:46.895625,Assault
Delhi,28.555662387373008,77.21199795074988,2019-10-30T03:21:43.593189,Assault
Kolkata,22.377641841016207,88.3471666370687,2015-10-26T06:24:57.873999,Assault
Lucknow,26.87736868033377,81.08603659586036,2023-07-04T04:12:09.787604,Assault
Lucknow,26.824231634725223,81.15841496507093,2018-01-26T22:44:07.390201,Assault
Hyderabad,17.22862490917486,78.55830344749542,2023-08-22T14:21:06.718297,Assault
Lucknow,26.745046392740385,81.0053853564565,2003-10-17T23:09:28.746513,Assault
Chennai,13.152112087228968,80.43371830237741,2016-02-03T05:47:35.561897,Assault
Ahmedabad,23.00807431852846,72.65707186512583,2005-04-30T22:43:40.304332,Assault
Delhi,28.70733503665837,77.27817166988464,2021-05-16T00:34:59.701807,Assault
Surat,21.40643922794653,72.61657444619208,2022-05-05T20:49:17.923508,Assault
Hyderabad,17.279865320421887,78.47869194640784,2017-07-04T06:36:03.441448,Assault
Surat,21.015605612328393,72.93334659867382,2012-07-16T12:36:55.041516,Assault
Surat,20.978782583246602,72.58925649130727,2014-10-08T06:33:08.416309,Assault
Mumbai,19.173091699333632,72.86720259948969,2003-02-02T01:23:59.461063,Assault
Hyderabad,17.43808306342081,78.27309674660998,2020-12-15T13:11:26.528923,Assault
Lucknow,26.927939290509187,80.70503071783925,2011-11-29T07:31:33.773652,Assault
Bengaluru,12.972820688020338,77.64851833695705,2017-11-23T08:06:17.757404,Assault
Hyderabad,17.490931269259285,78.47492751869197,2007-06-12T12:42:32.393893,Assault
Pune,18.752671407977385,73.78378706327769,2017-06-05T10:17:34.477732,Assault
Bengaluru,12.913066796581921,77.36558360982215,2016-01-09T18:32:34.878530,Assault
Bengaluru,12.763102151348338,77.64020965590312,2004-12-17T19:49:24.334470,Assault
Bengaluru,13.078712792869187,77.63618165117444,2008-01-19T02:46:28.898271,Assault
Surat,21.150384091493574,72.83029316708549,2023-04-20T19:51:35.723165,Assault
Lucknow,26.95259413688181,80.96742121100813,2011-03-05T16:22:21.389645,Assault
Mumbai,19.27049034614486,72.68071791111126,2014-12-10T09:25:26.120289,Assault
Surat,21.38974437249775,72.95669985443476,2023-08-19T17:06:40.902818,Assault
Chandigarh,30.936474778581044,76.70133931400844,2015-10-18T13:18:55.284626,Assault
Chandigarh,30.622101479213214,76.87981966351114,2022-08-10T12:58:19.230765,Assault
Jaipur,26.73440658809164,75.60138175829991,2014-01-16T17:14:34.802336,Assault
Surat,21.26790343827082,73.0366001513,2010-04-25T19:06:04.953508,Assault
Indore,22.666066910676125,75.7531758884941,2023-12-24T18:52:07.178410,Assault
Hyderabad,17.464328792744926,78.33584232088309,2012-09-16T06:21:11.579054,Assault
Pune,18.50772500585961,73.91365834851737,2009-09-07T07:59:51.874445,Assault
Pune,18.638546838040632,74.02155567295146,2011-10-15T11:48:35.148430,Assault
Chennai,13.239805575028534,80.14499755705373,2015-06-22T19:24:48.211517,Assault
Pune,18.427991299698018,73.9776381155805,2006-06-10T03:39:48.572944,Assault
Pune,18.31641446091398,74.01606011766393,2006-08-08T19:12:38.263903,Assault
Patna,25.84163033415955,85.19017660022145,2006-01-12T20:59:56.178442,Assault
Patna,25.75941390360965,85.12886175223589,2005-12-05T16:11:35.548564,Assault
Lucknow,27.02785785905086,80.8718990958061,2011-08-22T09:11:59.507162,Assault
Delhi,28.838341521947253,77.41253181503454,2018-06-17T11:26:46.034842,Assault
Chandigarh,30.505838653781232,76.53180078275895,2005-08-02T18:12:23.912080,Assault
Surat,20.97668953034326,72.59902619752113,2020-02-27T16:20:33.105944,Assault
Chennai,12.88619358237446,80.38636912039117,2021-11-02T11:19:25.282642,Assault
Bengaluru,12.860763329232078,77.66564806640878,2021-04-05T04:05:55.296557,Assault
Patna,25.696495551371093,84.9008858709293,2018-09-25T12:59:57.984088,Assault
Lucknow,26.925050766952214,81.07165927015102,2021-04-23T11:22:44.607376,Assault
Pune,18.590943182060244,73.8273667161591,2005-10-05T09:51:02.213465,Assault
Jaipur,26.73096416188159,75.87960714517068,2016-03-21T02:04:33.261243,Assault
Lucknow,26.718559933235635,81.17055014713415,2006-08-14T16:50:22.128059,Assault
Delhi,28.473882129373965,77.08414392253611,2023-01-14T20:03:17.894390,Assault
Patna,25.466003509563183,85.00504551253125,2013-04-01T10:56:03.173521,Assault
Patna,25.645456407766346,85.35382711717813,2021-01-07T16:32:07.594112,Assault
Surat,20.994965693517152,72.88272688102009,2022-10-31T12:54:05.465653,Assault
Kolkata,22.357926782418108,88.27121609080831,2023-03-11T19:07:17.918964,Assault
Mumbai,19.031383614365076,72.63667955009714,2006-03-03T07:19:19.187928,Assault
Patna,25.679950974794544,85.10969310968078,2018-07-20T09:26:44.347114,Assault
Indore,22.942073899780787,75.99814295415021,2014-03-15T14:45:23.220129,Assault
Ahmedabad,23.126079598417736,72.44661398281876,2017-08-25T04:47:17.025487,Assault
Lucknow,26.67439150051741,80.7676184084861,2022-06-17T15:02:27.194636,Assault
Lucknow,26.925694304549257,81.07652403338076,2008-03-11T14:16:59.952387,Assault
Kolkata,22.422872066076582,88.193352308921,2012-07-27T03:12:21.631814,Assault
Surat,21.18790929800723,72.94749006139487,2003-07-05T09:30:45.721981,Assault
Kolkata,22.47770637956217,88.12443953374132,2016-11-03T15:10:22.676195,Assault
Indore,22.77386579731765,75.96995799978016,2023-05-21T22:57:20.138800,Assault
Ahmedabad,22.983830393727345,72.45129731751139,2021-09-12T14:29:52.550897,Assault
Surat,21.088482369807174,72.91171396272755,2006-09-13T05:15:24.731382,Assault
Ahmedabad,22.818310316124865,72.64844413102215,2013-12-11T22:54:12.205847,Assault
Patna,25.396835438309086,85.29796420755335,2014-05-25T02:04:12.389578,Assault
Chandigarh,30.840431679341552,76.55191927499946,2007-06-20T15:25:43.874077,Assault
Hyderabad,17.28767339108421,78.6802582437165,2022-09-03T14:54:58.877169,Assault
Patna,25.36043999866335,85.27291240616341,2018-07-07T11:39:56.837601,Assault
Jaipur,27.12656818228122,75.90195641647446,2007-01-31T16:45:33.826755,Assault
Patna,25.83871782502981,85.00597204379879,2020-12-27T03:30:03.621776,Assault
Ahmedabad,22.834545040034083,72.67968071365837,2016-08-23T21:00:03.990771,Assault
Surat,21.086710922514776,72.59739033651839,2019-10-26T01:00:06.259589,Assault
Kolkata,22.48067904724885,88.2236933890871,2010-09-19T09:47:54.266431,Assault
Pune,18.656807232256917,74.09799230772627,2005-05-01T20:28:01.833976,Assault
Indore,22.484492824281286,76.02572412571735,2015-01-13T13:14:14.860178,Assault
Patna,25.576871357378963,85.04185166807973,2003-08-26T00:47:47.178901,Assault
Jaipur,27.013694905084563,75.68327993358902,2013-01-24T18:35:13.992506,Assault
Indore,22.502088960950022,75.62107734364044,2005-03-25T15:02:15.827966,Assault
Chennai,13.16645374096219,80.081921718554,2019-04-02T17:21:17.256767,Assault
Mumbai,19.29346399674955,72.68277804351216,2017-01-08T09:39:54.616122,Assault
Kolkata,22.596768505776694,88.30484214920641,2004-01-08T02:52:24.440361,Assault
Lucknow,26.94790626919173,81.08626139126139,2023-03-02T18:47:46.810721,Assault
Patna,25.384253857619573,85.26001829166702,2006-09-02T22:25:06.745376,Assault
Patna,25.62711304903685,85.29930068320314,2003-12-02T13:23:24.346819,Assault
Lucknow,26.808552136826606,80.93595446992842,2018-09-26T23:25:36.287743,Assault
Jaipur,27.025511198182162,75.59837428443959,2010-09-12T16:55:47.918036,Assault
Mumbai,19.26362339295334,72.92548624465078,2013-12-09T02:23:23.559285,Assault
Surat,20.922316594385773,72.92900178583285,2004-10-17T12:09:09.277580,Assault
Pune,18.383362974352714,73.83906221889461,2008-11-25T21:37:08.860741,Assault
Indore,22.90183581498275,75.88907581243608,2021-03-06T02:13:05.009460,Assault
Indore,22.92532336147131,75.76447843501535,2008-01-09T19:48:10.221092,Assault
Chennai,12.888287249595852,80.03509708174218,2019-02-13T14:15:44.263134,Assault
Surat,20.941610006246815,72.7803295411716,2015-08-14T17:51:06.603199,Assault
Ahmedabad,23.09277867587783,72.62378441549761,2013-04-06T15:18:58.822938,Assault
Jaipur,27.00237843439793,75.86588094528078,2020-06-29T11:15:36.260082,Assault
Indore,22.92018333803475,75.91370609598208,2016-12-08T05:08:06.338019,Assault
Pune,18.446016859406395,73.79016895811124,2020-03-17T04:47:52.951489,Assault
Delhi,28.58207971237541,77.45825787487423,2011-05-05T05:35:25.014577,Assault
Hyderabad,17.51535435044845,78.45484439492395,2019-09-24T10:22:25.018302,Assault
Kolkata,22.727357790273807,88.49857793486119,2018-01-17T19:01:42.509146,Assault
Lucknow,27.035647729854873,81.046303638277,2019-12-29T10:37:49.797231,Assault
Mumbai,18.895803188205576,72.93573903536544,2009-11-21T03:04:07.701843,Assault
Chennai,13.169486755307943,80.352318464499,2010-10-29T23:08:44.157779,Assault
Indore,22.626533849208787,75.80927480801505,2006-11-07T08:07:22.464206,Assault
Surat,21.02356479221933,73.049434855652,2021-04-19T22:58:45.155779,Assault
Mumbai,19.078790946722155,73.01776718725797,2016-01-13T08:02:27.670237,Assault
Delhi,28.544536444342807,77.14083062043245,2008-09-19T08:48:17.284806,Assault
Pune,18.548751047879865,73.85225738266774,2012-06-07T17:42:14.228709,Assault
Jaipur,27.03029510949281,75.73791145509068,2019-05-18T16:10:27.656266,Assault
Jaipur,26.717243120166177,75.78607191915646,2015-07-13T02:18:28.980868,Assault
Jaipur,26.977385776885278,75.67955508626238,2007-11-23T18:21:47.781498,Assault
Chennai,13.234756563827311,80.20636035806145,2004-11-25T04:26:45.173619,Assault
Delhi,28.54876167717553,77.04685272794565,2013-12-28T09:33:53.445723,Assault
Chandigarh,30.70822208754183,76.5534310989979,2019-03-17T17:04:46.311751,Assault
Ahmedabad,22.78729533328124,72.41639038962516,2017-03-16T02:39:22.513837,Assault
Bengaluru,12.726433579377748,77.72801937792536,2022-02-12T23:26:52.876709,Assault
Indore,22.507151636434767,75.75271910424611,2004-12-26T03:54:10.636261,Assault
Patna,25.60563939688275,85.14580228744165,2013-10-20T09:00:34.652440,Assault
Lucknow,26.711341234886707,81.1176913501809,2006-11-06T13:43:14.263746,Assault
Patna,25.581541514531693,85.04756463036948,2012-05-31T06:19:53.721787,Assault
Mumbai,19.12074302724561,72.65603645243633,2005-08-05T00:27:43.364329,Assault
Mumbai,18.895416528277377,72.9543945694495,2006-10-08T01:26:25.922801,Assault
Chennai,12.929090949411496,80.50075288654179,2015-11-02T02:18:03.441138,Assault
Jaipur,26.697817298610204,75.99948478446056,2007-02-16T18:57:22.435999,Assault
Jaipur,26.677060956967598,75.65151795232859,2011-12-21T21:48:05.355658,Assault
Patna,25.48170757800221,85.0000528755212,2011-05-05T04:10:22.767333,Assault
Delhi,28.77133121764166,76.97092681623842,2023-11-11T20:29:57.679208,Assault
Patna,25.412362345341457,84.97791189076746,2014-06-16T21:36:34.487579,Assault
Indore,22.921740223690556,75.95249287916401,2012-01-01T12:36:48.071749,Assault
Kolkata,22.41096820607999,88.45644926520511,2014-10-25T17:37:12.659612,Assault
Chandigarh,30.69081784462964,76.69076513808001,2014-05-08T03:52:40.001680,Assault
Lucknow,26.925893560610298,81.04441466060554,2010-12-02T14:44:57.245261,Assault
Jaipur,27.101308052805997,75.75156348402294,2006-01-27T00:36:40.933695,Assault
Ahmedabad,22.922136669401752,72.32160394473674,2007-04-20T09:23:15.607264,Assault
Surat,21.10640660360121,72.60943973087298,2022-01-11T02:23:45.642629,Assault
Hyderabad,17.59872451490405,78.34319071394953,2020-10-17T06:27:49.827282,Assault
Chennai,13.220352042063,80.43720988639853,2013-06-29T22:48:55.010670,Assault
Mumbai,19.034640650508166,72.67913969978251,2022-06-17T12:09:49.800310,Assault
Delhi,28.45831965995135,77.4116262559021,2011-10-16T04:51:26.774085,Assault
Ahmedabad,23.271586412188512,72.62291423048552,2015-09-27T00:04:27.666573,Assault
Surat,21.371543680625425,72.62970839307063,2014-07-18T07:59:16.445239,Assault
Hyderabad,17.212917365300754,78.49704045803405,2007-09-21T15:46:22.828361,Assault
Kolkata,22.346915603111928,88.23701024764142,2004-04-14T00:50:25.849275,Assault
Bengaluru,13.005777170969724,77.60110107854457,2022-11-17T18:33:06.406778,Assault
Patna,25.472051828533896,85.33336444819282,2010-07-14T13:01:01.748851,Assault
Lucknow,26.653106113649535,81.19290142361966,2017-09-14T09:00:38.294689,Assault
Mumbai,18.988182920077115,72.73075144703611,2008-10-02T09:11:58.637858,Assault
Hyderabad,17.236989058485783,78.25441184001981,2012-03-26T16:48:29.541990,Assault
Lucknow,26.758633830704355,80.69775295670682,2005-10-16T19:38:40.618330,Assault
Hyderabad,17.62862888823808,78.432315656743,2018-07-12T09:49:36.665895,Assault
Chandigarh,30.918507749041993,76.91772139714281,2011-07-09T11:09:18.647526,Assault
Mumbai,19.213062822633905,73.10128376846077,2008-07-15T11:53:59.616009,Assault
Delhi,28.69066129758178,77.2852455507124,2020-04-17T19:08:03.375554,Assault
Mumbai,18.938155509835596,72.71613392439785,2019-11-16T23:43:02.944994,Assault
Kolkata,22.717895214002553,88.29167255002098,2009-07-23T04:25:50.151085,Assault
Kolkata,22.612636211932752,88.60035167776593,2013-11-02T04:13:49.429771,Assault
Pune,18.32694713574652,73.7936725584705,2011-08-18T22:16:50.987513,Assault
Pune,18.71422077977044,73.68920870563133,2005-11-14T23:02:23.084386,Assault
Chandigarh,30.706254409967602,76.58379366071183,2009-04-13T13:53:14.555227,Assault
Chandigarh,30.9623251784586,77.02877367572117,2007-03-21T23:35:11.899413,Assault
Chennai,12.879016909855338,80.07937913913553,2006-02-16T05:36:10.406914,Assault
Pune,18.54061435956929,73.7414603938497,2007-11-28T02:11:52.677465,Assault
Delhi,28.382608208820816,77.15267107729107,2015-01-06T09:06:44.285362,Assault
Ahmedabad,23.04639484469705,72.55977622691701,2022-04-06T08:09:50.855725,Assault
Delhi,28.692027657785758,77.41569617896933,2023-12-23T16:37:49.980729,Assault
Patna,25.548165775047003,85.14300039426303,2018-11-08T06:52:26.764124,Assault
Patna,25.42185409404808,85.34579288981185,2006-11-08T23:46:33.306186,Assault
Pune,18.274128453286753,73.90976028523818,2017-05-30T23:59:08.621315,Assault
Kolkata,22.435693479523433,88.48780935389098,2007-01-15T13:44:38.254769,Assault
Kolkata,22.482508047129866,88.36388350739918,2004-05-13T17:20:23.983560,Assault
Pune,18.391661963337107,73.66688356707462,2007-06-30T01:21:53.111373,Assault
Delhi,28.63200435256503,77.27140209687974,2017-04-19T19:43:15.919248,Assault
Hyderabad,17.14962354280719,78.36136669509291,2022-06-19T20:20:53.046827,Assault
Mumbai,19.172876210002244,72.78181038918314,2003-02-24T19:45:23.249660,Assault
Pune,18.362205273142347,73.9331976522621,2016-06-09T20:27:30.544128,Assault
Chandigarh,30.60963229550681,76.55878226888323,2018-05-24T11:59:11.450236,Assault
Chandigarh,30.96930307963703,76.69506438376052,2016-12-01T16:23:01.921179,Assault
Patna,25.60059399686823,84.89185847621388,2017-05-07T07:34:51.661329,Assault
Chennai,13.2430814262157,80.272352068599,2023-12-20T19:09:46.983035,Assault
Patna,25.70723770011182,85.16079106322283,2015-05-07T13:45:48.299799,Assault
Patna,25.588883996476618,85.03025717858185,2013-06-21T23:08:35.271891,Assault
Lucknow,27.03376454715225,81.15954427666505,2018-08-28T00:28:57.348332,Assault
Hyderabad,17.63424960748537,78.48246848590111,2003-08-13T09:59:37.381113,Assault
Patna,25.361319370706227,84.90775939944872,2009-03-01T14:25:11.561054,Assault
Surat,21.072191004233925,72.88784565666947,2020-12-31T18:31:28.005605,Assault
Chennai,12.982035608521194,80.37397277415351,2015-11-09T13:49:22.045058,Assault
Hyderabad,17.37681345013386,78.3226641264056,2012-08-07T22:15:28.576287,Assault
Kolkata,22.718775214515965,88.53922857808526,2014-06-30T22:56:34.257398,Assault
Lucknow,26.75023347114241,80.77144887445294,2008-01-14T04:04:39.632754,Assault
Delhi,28.732587398052605,77.27941308902946,2014-07-10T08:40:19.589642,Assault
Hyderabad,17.16599445189721,78.36795396859652,2023-07-25T09:12:11.192449,Assault
Hyderabad,17.234214529202344,78.47956458064634,2013-12-04T00:02:46.268339,Assault
Bengaluru,12.999212706548454,77.49923695550504,2005-07-27T14:55:23.503546,Assault
Chennai,13.019336309954234,80.28054852938018,2008-04-14T11:22:38.729116,Assault
Patna,25.637706865119497,84.93635313269816,2009-06-16T10:41:16.955842,Assault
Bengaluru,13.181283414836967,77.47681519359894,2012-12-10T04:50:04.193234,Assault
Patna,25.544529300506056,85.1749780397641,2005-08-15T19:46:19.908369,Assault
Ahmedabad,23.108656998093682,72.55343038735114,2020-02-21T10:28:48.470484,Assault
Hyderabad,17.196126692932513,78.42316588302113,2017-12-14T08:49:30.142312,Assault
Lucknow,27.093037886037013,80.88925293770832,2021-04-10T20:11:55.773654,Assault
Indore,22.736240140478483,76.04339088320683,2011-01-04T14:06:56.226557,Assault
Chennai,12.870040121030748,80.02742061249097,2023-08-11T12:04:08.981300,Assault
Kolkata,22.715367192326802,88.13297049856551,2023-11-10T20:44:25.536299,Assault
Chennai,13.122399960812617,80.44241423735834,2010-09-06T14:49:44.506414,Assault
Delhi,28.37506686661117,77.1292187890737,2023-03-07T02:30:48.909918,Assault
Ahmedabad,22.984521136333743,72.5627529865321,2020-07-09T21:41:02.264318,Assault
Lucknow,26.88791329376174,80.92728689633024,2018-11-08T11:27:11.441554,Assault
Patna,25.735540320888248,85.02858399301455,2003-09-01T11:55:54.125140,Assault
Hyderabad,17.200599082626162,78.41982403908186,2007-01-05T13:40:52.239618,Assault
Mumbai,19.167946690424714,72.83230413325184,2003-05-10T11:57:59.791989,Assault
Ahmedabad,23.19681033623687,72.66106738946807,2004-03-24T08:10:04.101382,Assault
Ahmedabad,22.800879493941146,72.46909168633782,2007-05-07T22:36:43.881831,Assault
Mumbai,19.05527877737441,73.07416708982909,2010-12-18T03:04:48.083453,Assault
Ahmedabad,23.028378428762288,72.67759258186636,2017-09-08T12:54:22.461454,Assault
Kolkata,22.603317664544544,88.27914206305427,2007-03-12T04:12:07.340433,Assault
Mumbai,19.003407671440222,72.88969280759156,2005-01-04T14:17:38.798633,Assault
